mean_temperature,temperature_iqr,execution_time,emissivity,albedo
273.7916627397038,41.758651634354266,3.78188157081604,0.5,0.4
,,6.923650026321411,0.4,0.4
,,6.8500754833221436,0.4,0.5
,,6.812302827835083,0.4,0.6
273.7916627397038,41.758651634354266,3.054080009460449,0.5,0.5
273.7916627397038,41.758651634354266,2.941976547241211,0.5,0.6
,,5.601123094558716,0.6,0.4
,,5.589990615844727,0.6,0.5
,,5.575549364089966,0.6,0.6
