Tue Jul  9 09:52:18 2024    output.prof

         22057664 function calls (20662531 primitive calls) in 18.189 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6898    0.003    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/values.py:498(__eq__)
       28    0.000    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cgutils.py:890(guard_memory_error)
     8838    0.002    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/byteflow.py:1718(advance_pc)
        6    0.000    0.000    0.005    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:3975(make_array_flatiter)
      276    0.004    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir_utils.py:1563(build_definitions)
     5390    0.002    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/builder.py:264(goto_block)
      644    0.000    0.000    0.005    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3207(bind)
        2    0.000    0.000    0.005    0.002 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/utilities/geometric_sources.py:2414(output)
       62    0.000    0.000    0.005    0.000 /Users/duncan/Desktop/myenv/DPhil/Comet_Nucleus_Model/comet_nucleus_model/thermophysical_body_model.py:110(__init__)
      402    0.001    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/lowering.py:397(pre_block)
     3890    0.005    0.000    0.005    0.000 {method 'getvalue' of '_io.StringIO' objects}
     9824    0.003    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:195(with_lineno)
      318    0.001    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:2436(op_CALL)
      271    0.001    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/typeof.py:240(_typeof_ndarray)
      132    0.002    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/analysis.py:580(rewrite_semantic_constants)
    63335    0.005    0.000    0.005    0.000 {method 'release' of '_thread.RLock' objects}
      132    0.000    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/targetconfig.py:242(summary)
     3621    0.003    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:182(signature)
    24567    0.005    0.000    0.005    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/npytypes.py:482(key)
     4402    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/bytecode.py:323(<genexpr>)
    25147    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numpy/linalg/linalg.py:140(isComplexType)
      226    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/removerefctpass.py:51(valid_input)
      366    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/inline_closurecall.py:1488(inline_array)
      672    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/builder.py:539(not_)
     5856    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:602(push_state)
    66629    0.004    0.000    0.004    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.004    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:3579(iternext_specific)
       21    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/rangeobj.py:147(iternext)
      128    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typeinfer.py:244(__call__)
      106    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/consts.py:85(<genexpr>)
     1485    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/numpy_support.py:327(numpy_outputs)
        1    0.000    0.000    0.004    0.004 /opt/homebrew/lib/python3.11/site-packages/numba/core/boxing.py:673(_python_list_to_native)
        1    0.000    0.000    0.004    0.004 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2102(_signature_strip_non_python_syntax)
        8    0.002    0.000    0.004    0.001 /opt/homebrew/lib/python3.11/site-packages/joblib/externals/loky/backend/spawn.py:59(get_preparation_data)
     1426    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:103(traverse_types)
      323    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/module.py:89(get_global_variable)
      134    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/executionengine.py:178(_raw_object_cache_notify)
     1645    0.002    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typeinfer.py:672(_add_refine_map)
       22    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:1012(infer_constant)
      263    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/runtime/context.py:328(meminfo_data)
       24    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:1031(<listcomp>)
      118    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:626(<listcomp>)
       10    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:841(get_shape)
       10    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:826(get_size)
      272    0.001    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/textwrap.py:419(dedent)
       16    0.000    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/tokenize.py:433(_tokenize)
      644    0.003    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3076(_bind)
       14    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:4288(safecast_intp)
      208    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/passmanagers.py:643(add_target_library_info)
      136    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:179(dominance_frontier)
2818/2379    0.002    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:239(__eq__)
    13242    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/types.py:116(__init__)
     3503    0.003    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:470(push)
       78    0.000    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ast.py:197(fix_missing_locations)
      399    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/module.py:237(_dispose)
      163    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/builder.py:47(wrapped)
        2    0.000    0.000    0.004    0.002 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/plotter.py:4736(add_scalar_bar)
     1834    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/values.py:1137(__str__)
       69    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/npyimpl.py:523(<listcomp>)
      252    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/tqdm/std.py:1161(__iter__)
     2185    0.002    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/utils.py:33(erase_traceback)
       19    0.000    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:972(parse)
     1485    0.001    0.000    0.004    0.000 <frozen _collections_abc>:835(__iter__)
        2    0.004    0.002    0.004    0.002 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/scalar_bars.py:163(add_scalar_bar)
  1192/78    0.001    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ast.py:205(_fix)
     2136    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:1200(get_or_define)
    16220    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/types.py:232(__eq__)
     9253    0.004    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/bytecode.py:163(_unpack_opargs)
        6    0.000    0.000    0.004    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/core/pythonapi.py:89(box)
        1    0.000    0.000    0.004    0.004 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/tokenize.py:99(_compile)
       83    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/npyimpl.py:129(create_iter_indices)
    76/24    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/utilities/misc.py:96(__new__)
      132    0.002    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/targetconfig.py:257(_summary_args)
        1    0.000    0.000    0.004    0.004 /opt/homebrew/lib/python3.11/site-packages/numba/typed/typeddict.py:1(<module>)
        2    0.000    0.000    0.004    0.002 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/lookup_table.py:740(apply_cmap)
    61533    0.004    0.000    0.004    0.000 {method 'items' of 'dict' objects}
       92    0.004    0.000    0.004    0.000 {built-in method builtins.compile}
     5374    0.002    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/values.py:1188(_format_name)
      184    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/serialize.py:52(dumps)
    77347    0.004    0.000    0.004    0.000 {built-in method builtins.iter}
       63    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/pythonapi.py:858(gil_ensure)
    10296    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/compiler_machinery.py:28(__exit__)
      902    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typeinfer.py:1111(copy_type)
    12578    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/types.py:559(__eq__)
      737    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/containers.py:303(__new__)
    76/19    0.000    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:449(_parse_sub)
     3557    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/instructions.py:34(<listcomp>)
       71    0.002    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cpu.py:291(finalize)
       16    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/npydecl.py:368(generic)
      132    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typed_passes.py:193(run_pass)
      264    0.002    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/joblib/externals/cloudpickle/cloudpickle.py:1290(reducer_override)
      664    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/module.py:215(_get_metadata_lines)
      136    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:235(_df)
   259/22    0.002    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:509(_parse)
    39943    0.004    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/analysis.py:40(<genexpr>)
    12929    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/common.py:9(_decode_string)
    21712    0.004    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/ffi.py:339(detach)
     3944    0.002    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:181(_add_filter)
     2185    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/context.py:408(_get_global_type)
      359    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/colors.py:881(<listcomp>)
     8456    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:716(__init__)
        9    0.000    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:94(ensure_running)
      136    0.001    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dis.py:618(findlabels)
     1039    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/byteflow.py:491(op_LOAD_FAST)
      136    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:497(_find_dominance_frontier)
       14    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/listobj.py:194(setitem)
     1485    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/numpy_support.py:329(<listcomp>)
      132    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/compiler.py:599(define_typed_pipeline)
       10    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:849(loop_head)
       16    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/runtime/context.py:45(wrap)
     3465    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/npytypes.py:523(__repr__)
      192    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:82(load_from_data_pointer)
     1540    0.002    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/utils.py:628(unified_function_type)
     4210    0.002    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:1256(is_dataclass)
        2    0.001    0.001    0.004    0.002 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/plotter.py:1150(enable_lightkit)
       14    0.004    0.000    0.004    0.000 {built-in method posix.listdir}
      323    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/targets.py:150(get_pointee_abi_size)
    38190    0.004    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/bytecode.py:310(__getitem__)
        1    0.000    0.000    0.004    0.004 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:1(<module>)
      815    0.002    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/instructions.py:334(descr)
     2212    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/module.py:21(_fix_metadata_operands)
      318    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/byteflow.py:1117(op_CALL)
     3944    0.003    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:466(__enter__)
    33480    0.004    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1734(isEnabledFor)
       18    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numpy/core/numeric.py:2249(isclose)
      323    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/value.py:212(type)
    12974    0.002    0.000    0.004    0.000 <frozen os>:760(decode)
        2    0.000    0.000    0.004    0.002 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/iterators.py:46(iternext_enumerate)
    26731    0.004    0.000    0.004    0.000 {method 'decode' of 'bytes' objects}
      815    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/instructions.py:316(__init__)
      132    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/untyped_passes.py:445(run_pass)
5583/5459    0.003    0.000    0.004    0.000 {built-in method builtins.min}
      292    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:2763(_binop)
      616    0.004    0.000    0.004    0.000 {built-in method posix.stat}
       24    0.000    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/themes.py:1344(__init__)
     3262    0.001    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/targetconfig.py:69(__init__)
     5597    0.003    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:686(__call__)
     9119    0.003    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/builder.py:204(function)
     6870    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:405(parent)
     8838    0.002    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/byteflow.py:1926(is_in_exception)
    20841    0.004    0.000    0.004    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/ffi.py:322(__init__)
      328    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:460(as_argument)
     4183    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ssa.py:375(_fix_var)
      208    0.003    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ctypes/__init__.py:48(create_string_buffer)
       62    0.000    0.000    0.003    0.000 /Users/duncan/Desktop/myenv/DPhil/Comet_Nucleus_Model/comet_nucleus_model/thermophysical_body_model.py:120(calculate_area)
        1    0.000    0.000    0.003    0.003 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:172(register)
      140    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/callconv.py:373(return_value)
        1    0.000    0.000    0.003    0.003 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:180(_send)
    10296    0.003    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/compiler_machinery.py:24(__enter__)
        4    0.000    0.000    0.003    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:5274(wrap)
    40549    0.003    0.000    0.003    0.000 {method 'pop' of 'list' objects}
        5    0.000    0.000    0.003    0.001 /opt/homebrew/lib/python3.11/site-packages/joblib/externals/loky/backend/context.py:331(Lock)
      205    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/base.py:994(make_data_helper)
        1    0.003    0.003    0.003    0.003 {built-in method posix.unlink}
     6627    0.002    0.000    0.003    0.000 <frozen os>:697(__iter__)
      248    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/lowering.py:850(normal_handler)
16386/15353    0.003    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/byteflow.py:1982(_flatten_inst_regs)
      268    0.003    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir_utils.py:551(remove_dels)
      877    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/values.py:31(_escape_string)
      132    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/analysis.py:651(find_literally_calls)
        2    0.000    0.000    0.003    0.002 /opt/homebrew/lib/python3.11/site-packages/numba/core/inline_closurecall.py:1322(_fix_nested_array)
      657    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cgutils.py:44(make_bytearray)
     2009    0.002    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/typeof.py:66(_typeof_buffer)
      243    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/scalars.py:78(__init__)
       75    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/pythonapi.py:306(raise_object)
       75    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cpu.py:45(create_module)
        2    0.000    0.000    0.003    0.002 /opt/homebrew/lib/python3.11/site-packages/stl/stl.py:49(load)
      132    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/compiler.py:364(_make_subtarget)
        1    0.000    0.000    0.003    0.003 /opt/homebrew/lib/python3.11/site-packages/numba/core/runtime/nrtdynmod.py:181(create_nrt_module)
        2    0.002    0.001    0.003    0.002 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/utilities/points.py:13(vtk_points)
      208    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/passmanagers.py:656(add_refprune_pass)
       86    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/npyimpl.py:69(__init__)
      121    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/base.py:1019(make_tuple)
      975    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/instructions.py:419(__init__)
      131    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:2960(_op_JUMP_IF)
      127    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/npyimpl.py:140(_load_effective_address)
       71    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/options.py:45(_apply)
      312    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/value.py:165(linkage)
      601    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/callconv.py:726(_get_try_state)
      136    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:231(_idom)
      132    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/targetconfig.py:272(_make_compression_dictionary)
      208    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/module.py:151(triple)
      208    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/binding/passmanagers.py:111(_dispose)
     1485    0.002    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/numpy_support.py:276(supported_ufunc_loop)
    10045    0.003    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/builder.py:241(position_at_end)
     1138    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/values.py:592(__init__)
    12482    0.002    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numpy/core/numerictypes.py:283(issubclass_)
        6    0.000    0.000    0.003    0.001 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/lookup_table.py:207(__init__)
      493    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/callconv.py:101(get_return_type)
        1    0.000    0.000    0.003    0.003 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/util.py:447(spawnv_passfds)
      272    0.002    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:512(_find_dominators_internal)
       15    0.000    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:774(_find_impl)
      148    0.000    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:795(joinpath)
      175    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/slicing.py:15(fix_index)
      728    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/containers.py:293(__init__)
        4    0.000    0.000    0.003    0.001 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/plotter.py:4949(deep_clean)
      264    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/base.py:341(subtarget)
      296    0.001    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:484(_parse_args)
       15    0.000    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:732(_compose_mro)
       42    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/tupleobj.py:377(tuple_to_tuple)
      136    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/controlflow.py:444(_find_immediate_dominators)
      743    0.002    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/common.py:49(__init__)
     2473    0.002    0.000    0.003    0.000 <frozen posixpath>:140(basename)
        2    0.000    0.000    0.003    0.002 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/datasetattributes.py:241(__setitem__)
     3754    0.003    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pprint.py:107(__init__)
       83    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/npyimpl.py:149(load_data)
      229    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:163(make_concrete_template)
       27    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/tqdm/std.py:1465(display)
      480    0.000    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/containers.py:256(__unliteral__)
        5    0.000    0.000    0.003    0.001 /opt/homebrew/lib/python3.11/site-packages/numba/typed/typedlist.py:493(unbox_listtype)
      148    0.000    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:868(__new__)
      338    0.001    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:2281(op_LOAD_CONST)
    49750    0.003    0.000    0.003    0.000 /opt/homebrew/lib/python3.11/site-packages/numpy/core/multiarray.py:741(dot)
